31396,37207,29021
510,45591,88870
66060,46316,54558
47036,5912,88140
90391,63809,68817
24030,56656,4019
23812,43086,37521
5343,40722,4920
5791,35347,9253
22766,16326,80173
60075,10676,10635
21363,19065,13173
53495,47485,73538
52790,27411,42248
48735,81712,18508
84791,6029,53343
95302,68021,29804
78327,55813,71972
67832,58056,58954
38923,6905,2879
62475,60902,79662
18438,25076,66546
14834,53360,47395
49138,17750,36723
91691,9992,33950
31703,38814,57932
40509,99867,83174
45895,88234,11795
90504,87147,95933
76950,21997,56343
64516,67763,73845
82671,24582,18160
68966,4478,73624
19667,32940,5523
66889,72885,67758
54052,44680,78453
22994,36095,55485
39493,36661,16209
42227,62366,48355
81834,23305,69995
60712,74460,22609
12927,65959,82142
86509,79075,50773
47138,747,60238
22323,20404,67587
48865,52618,95497
81405,74519,47844
59790,8438,78342
8714,75235,20065
93637,40812,16832
85899,99402,98133
59324,17666,34861
35382,74752,82855
70408,5933,30905
20791,83132,62694
17190,86927,62405
2305,56366,94264
97860,82386,32117
85718,73243,43975
818,56656,95581
82935,95699,2689
40450,45545,40834
20875,46784,23592
96267,70946,75010
6862,62632,61790
71764,18105,99721
73605,5054,24013
40995,89409,88808
1032,56173,43177
52886,96283,70845
35897,65140,52049
68253,86856,27272
86952,71864,65023
18861,76828,20235
17691,2264,55434
54951,96252,88234
82152,28016,32607
18791,67492,52539
17585,2216,26684
77784,92676,22863
53748,87679,48114
20839,8647,36130
16786,45266,69559
17172,14873,82891
72199,61530,39961
31160,84919,80951
36640,52782,19155
89329,52367,25227
61629,95545,64193
93016,20273,31962
74538,79051,77795
88073,73814,1252
43453,8916,4564
36565,28203,79107
48847,41659,54973
96839,93769,70686
63165,87623,12731
68860,89677,28178
49371,96175,92033
72754,76722,20517
5299,32024,11146
30976,43625,52997
6295,21151,56479
1939,87808,63503
36862,25462,41943
17796,12028,81032
46285,71965,56923
17398,46086,70047
33792,85356,11393
53317,6655,60587
71411,67519,67752
65861,72010,18039
57033,13015,12726
66452,44630,13910
2914,93990,70665
73221,8649,30914
13961,8139,7568
94164,60178,95502
7071,50464,5902
25127,30218,47411
15299,9168,15423
33185,13662,26688
81796,26053,82557
55656,67052,40693
16037,92549,73519
29807,9733,83653
48401,40004,14356
88770,54452,1538
73541,84166,48154
96076,41054,49435
4900,57122,93512
5108,9188,18413
8084,2037,46185
9031,97613,58029
86865,5252,2599
85370,89165,51266
45899,18447,43152
99700,4569,92874
58805,51884,37309
25577,34977,83587
96439,24042,181
68552,21716,7332
87431,86846,58462
41879,92469,62501
14418,92068,77638
82938,94972,15324
71828,36671,63483
19839,93500,74106
16722,72127,91452
64998,51733,32807
73041,44197,12216
99919,27740,11513
24583,7005,74695
71310,77112,10980
75116,60272,22587
85730,76630,47739
34835,29741,58928
90177,63240,88702
54092,50458,73882
71086,35745,32283
60453,425,37743
41817,47708,52234
43468,41494,92067
86284,13118,57195
31588,21336,9857
99387,25889,45520
81545,54001,7534
91857,27364,40375
92955,86471,66293
54734,53124,43412
54660,59557,53059
1428,14174,15735
43017,86905,10748
17346,32064,25910
12493,92807,32941
94692,86282,3294
23132,90344,13968
55078,85135,64902
8545,59563,34681
10886,38122,19232
11485,23174,61406
93080,36797,20519
96678,37735,56004
64738,79751,24657
4719,11611,72583
76658,11872,5134
8968,33207,83183
46692,67555,61423
69860,38780,44457
53730,98608,95567
21449,52084,24809
1234,43548,78765
27423,73695,98188
33674,24675,93141
32764,94831,88366
89344,27703,71714
32774,51758,17097
57685,64148,55142
91005,88143,87911
49322,34733,73240
73584,83423,36465
58737,89485,56705
90643,4601,9182
64173,19315,19504
4951,35419,45506
69884,27124,19371
63570,96602,95659
11423,32612,30402
26671,38205,55778
42000,83687,40116
24739,94222,84268
23882,93411,65378
37077,93493,75404
76281,13948,24641
27211,1750,33827
87641,14487,62921
10112,79142,56418
43760,75986,21577
86878,26122,91384
79486,58593,97860
64390,16918,84683
20654,4931,43945
61577,94316,11836
31911,38364,76032
69485,95836,94194
92446,67933,73091
362,64338,32327
65029,84376,74545
52372,43165,75862
84883,90507,64178
8686,14616,45026
44643,29736,57162
79887,43085,35563
41320,61110,5372
26064,54644,66861
91458,46144,88520
47470,4298,37314
43709,87143,42877
61115,41300,72191
53610,93826,14380
40533,43795,36924
31160,2516,580
61954,48807,4898
88645,12169,32757
6706,96999,99398
70653,65630,35546
62631,58449,97390
40468,97378,41760
86359,5077,19877
95536,550,47266
84772,67146,58075
77865,88262,68470
13825,89292,74936
84382,17549,20777
72317,95624,79041
36456,82902,45496
87198,91819,36524
30290,51065,68023
34300,1612,36991
76359,9517,22043
28620,18172,9549
98747,72593,91449
39516,56511,33053
28950,35501,39493
93510,62356,21812
36485,63607,23447
68028,31087,44750
52519,85285,57462
83855,63476,36051
34362,44661,98804
77565,15746,11460
13936,92855,41359
10057,34598,62944
71462,48603,91103
4457,18033,99170
16078,94529,32106
25955,96016,62666
10729,23488,48806
81544,54711,27738
98659,96596,42871
63246,84100,10304
12909,63168,43838
70453,21840,58182
50425,95439,97778
35024,35037,76401
13181,29764,83338
22196,72710,38795
76443,24202,5622
2505,58076,55099
17348,34454,31951
51081,64695,93002
47396,14337,71003
81162,21301,37123
95685,20132,23379
11871,1855,17467
82497,97544,36146
78346,46089,84736
4490,50205,72775
22547,55723,79489
55222,3687,57798
22449,39266,22805
6353,37730,24558
31961,56892,90553
37987,79475,35375
80321,64908,79792
99964,24514,94695
76200,92917,71244
90274,11668,6451
95494,69250,59814
15409,66366,29751
6280,36355,14251
62145,17224,34837
72361,89114,29296
59441,49501,74030
29437,1049,65815
84796,62835,9193
4636,1882,84219
71305,36224,43470
47750,91635,31814
29416,55627,99037
49124,22418,48491
10854,29583,57100
10260,13682,42013
14009,38032,79187
78201,4542,20017
84843,19967,88816
86015,34335,73763
55577,74784,81720
3082,1437,68787
26518,77754,75813
11436,15768,26413
23358,66150,23669
98757,93022,35751
72240,69721,73230
9020,58138,1269
7038,77246,94602
99142,86424,94567
4497,92907,87732
3010,91041,34777
75807,27152,29494
20807,27360,56097
13106,44831,60533
35014,92676,77179
87924,10956,60399
83499,31637,5593
15459,46798,88436
39375,76917,44868
22770,38354,61951
33871,25849,13499
6909,3160,6284
64757,53013,81927
72272,68621,94171
79650,27301,19284
51360,47433,7308
15462,95933,31490
15509,94002,56170
11719,66412,78958
59956,43429,89248
32890,58221,48018
96118,2873,44066
85183,25938,54650
1212,24957,92929
87296,41009,69538
10494,40912,92676
33004,16884,19638
8330,9276,89121
90436,8795,66191
13083,18712,92934
24622,49676,19411
41368,77866,44850
36301,83056,97166
21805,82864,42415
56238,40769,50870
16527,1032,40155
2929,32038,33213
84460,44061,23581
67605,42148,15919
48629,48265,30793
72205,84864,56227
78196,92109,36970
38056,15089,32278
40880,9969,96681
39588,89419,12028
32954,74548,97789
73017,28632,76736
78128,4409,7493
32658,36317,34156
37751,46642,42097
63839,27985,25914
45440,39443,20288
51128,21916,53275
39482,38317,70610
86435,36234,2143
67124,84856,86339
94151,87450,72166
28416,23854,76417
7122,64336,30943
86181,17570,39265
90102,69263,95247
15858,17157,79478
32164,66420,48720
29044,68896,10472
74231,27021,14541
7767,66784,2424
76840,89323,40349
3694,6567,34125
28982,87435,42682
15885,56834,25209
93612,61799,67915
67124,84865,55471
94858,71731,11552
76064,25878,92986
48230,86234,40611
79332,86370,29946
61593,92971,98695
47556,78622,94410
49809,29279,7596
14049,26233,93593
20847,25363,29091
82266,92406,18977
4031,33317,33601
10419,17169,1237
59873,9137,3359
71996,38174,14633
58603,83207,51760
65399,55602,29766
73283,45743,78072
67482,21918,98071
82300,34569,61612
7518,54419,89328
67653,31027,78925
15414,91465,63590
22095,10182,9349
44831,56208,41091
71608,54836,64035
6894,22884,69031
14014,59362,42392
98951,45235,45211
31094,44711,47106
92150,29543,2187
24667,45971,90274
74994,59524,33336
8309,30074,74702
76422,65671,43409
16524,31820,63637
75889,7836,74001
80490,1688,38766
121,32163,367
71221,66437,15090
21581,49448,30090
13837,86297,89339
15840,39810,74391
36521,99009,64139
61826,564,77813
41690,3032,76639
26566,46507,60872
52968,28621,49929
13686,91571,60015
50643,42130,34420
77903,52244,23523
35156,37685,3452
81217,68882,51526
7914,75527,44961
68169,47271,21834
74956,69935,91308
10503,94801,14113
17115,34944,38109
981,37680,47616
67350,96846,56589
22297,32555,53301
67500,36088,76191
12596,24306,45207
45643,66769,62324
49240,45885,82231
56093,91090,53672
29304,35241,19709
54063,59542,94349
80162,99755,77976
53716,16872,46936
71046,10418,2665
80387,23270,3438
44496,12460,33041
25288,58021,34538
